Timestamp,House_ID,Area_ID,Water_Usage_Liters,Soil_Moisture_Level,Water_Quality_pH,Water_Pressure,Temperature_C
2024-07-01 00:00:00,H001,A001,102.33769585401188,32.14768741218916,7.684511963918113,51.660139926817706,31.66231623806167
2024-07-01 00:00:00,H002,A003,158.82952088917676,30.429853317129414,8.15790849384557,54.38302374463647,30.395514618799098
2024-07-01 00:00:00,H003,A004,124.22706241193963,20.452397946082318,6.935930090949192,54.12219585098405,31.76548460104582
2024-07-01 00:00:00,H004,A004,115.37190366799355,23.9283332557078,7.390848097529986,51.95243686023572,28.197927243811435
2024-07-01 00:00:00,H005,A009,92.61459067443994,34.341127870335356,7.033252449258902,51.683718355861046,20.181378597429553
2024-07-01 00:00:00,H006,A009,66.42025143238534,34.6928679794474,8.242679473841052,46.82451895884427,28.072024871838835
2024-07-01 00:00:00,H007,A004,155.22748632831946,34.12279838124977,8.09140122793209,52.216827494781114,30.412862576481906
2024-07-01 00:00:00,H008,A004,101.44783828557053,39.20448968394288,6.933680702382894,53.04381019442838,26.013978275836834
2024-07-01 00:00:00,H009,A010,76.28648964063595,39.28670735442947,7.644706847826889,53.785956897958734,29.941027637912526
2024-07-01 00:00:00,H010,A006,115.47578027828098,24.81509098180116,8.080241250035533,47.440829480968425,30.79816350398221
2024-07-01 00:00:00,H011,A008,113.18317088960917,36.542125073015605,8.345721727640694,48.53759769034409,24.871249144589296
2024-07-01 00:00:00,H012,A008,121.34127139369907,29.589000812962706,7.870357808170403,52.92249008713609,21.640312220972497
2024-07-01 00:00:00,H013,A002,170.2752927067169,25.656108786863914,6.92770499392759,49.89775030327535,27.1016790754637
2024-07-01 00:00:00,H014,A004,95.8998414254205,34.609651688312965,6.799299319326385,54.44885841402663,33.68124023705239
2024-07-01 00:00:00,H015,A004,77.67930319440477,23.6527355876822,7.107059662275805,52.36271168235097,25.250371276377873
2024-07-01 00:00:00,H016,A008,90.8166293128328,30.537705516824026,8.008129737028804,50.683773985585205,25.777431879800453
2024-07-01 00:00:00,H017,A006,129.26532016863317,34.422411861147985,7.803763518610692,54.47644681145697,29.864087206415924
2024-07-01 00:00:00,H018,A009,98.43591229815397,24.56711572465418,7.499286180376753,47.74061670654729,20.250774220018325
2024-07-01 00:00:00,H019,A006,124.52300808140508,26.863499081428106,7.787703789687621,52.01418725022162,28.609935830092283
2024-07-01 00:00:00,H020,A003,133.86386084528564,31.87292428748504,7.022852626018151,49.16799036907844,30.661306784877066
2024-07-01 00:00:00,H021,A008,124.73171954899009,34.81478629243915,8.039216770765467,51.916556495713714,31.94877756648829
2024-07-01 00:00:00,H022,A005,155.14013089687387,25.667883738901708,7.3896627831687205,54.74166448378046,32.737604563911894
2024-07-01 00:00:00,H023,A007,107.6749398108776,21.725414413696214,7.696994708555566,46.06492948316942,27.285695138372958
2024-07-01 00:00:00,H024,A005,75.24699138761181,20.530858061815486,8.314389500120328,54.63658499768606,29.136671356107918
2024-07-01 00:00:00,H025,A004,125.360882227877,22.088199805556286,6.649379498264935,50.74690692600925,27.900009915989177
2024-07-01 00:00:00,H026,A003,151.91038664929565,38.70302779028923,7.317070463207955,45.73837160396883,30.941557646542158
2024-07-01 00:00:00,H027,A003,128.76408727168175,28.131717046501826,7.906012266779592,53.11117042095642,27.03802931581904
2024-07-01 00:00:00,H028,A006,143.02880029537684,26.446457856075337,6.853893776963989,47.62067870870501,32.892909408611544
2024-07-01 00:00:00,H029,A007,118.30005379936529,35.693107509006,6.944377115237235,50.14117412628049,21.227269183820848
2024-07-01 00:00:00,H030,A005,78.78962742981494,20.212620588963958,6.845316435784014,51.59701095312197,30.066231013065128
2024-07-01 00:00:00,H031,A009,120.34307901781293,24.475611615017037,7.58843294160328,47.644572749572795,24.56083078939953
2024-07-01 00:00:00,H032,A007,120.77393503299503,36.179638200255496,7.701282050584227,52.959127741623554,22.02146820560258
2024-07-01 00:00:00,H033,A005,78.8498050281298,20.596555286763635,7.707705827146557,53.50840875579861,30.328797078836416
2024-07-01 00:00:00,H034,A009,81.20699200950867,37.622495771169355,7.397950600506374,49.81645174017262,33.8301227641998
2024-07-01 00:00:00,H035,A001,62.179043856186624,27.65051501162244,6.514946740229976,49.985303724778554,26.01860087869163
2024-07-01 00:00:00,H036,A003,95.23947570117089,30.451030291631792,7.515300587268829,45.07779975527082,31.08057062229177
2024-07-01 00:00:00,H037,A002,112.04390513762115,23.953352751019853,6.620457027127422,45.5765249648517,28.059627015041347
2024-07-01 00:00:00,H038,A008,87.38085940879961,32.78355679958583,7.994520096813071,48.55243550712887,33.62526794426796
2024-07-01 00:00:00,H039,A002,128.81796863480832,38.941123676042025,6.7300184969246555,45.687569313604875,31.00267104365264
2024-07-01 00:00:00,H040,A008,89.9030756327099,27.96072685188928,8.130324863791179,48.17896478719295,30.13357561821885
2024-07-01 00:00:00,H041,A009,111.58032215276216,29.496751316768833,7.52838845998321,51.225766286693165,34.75456544264118
2024-07-01 00:00:00,H042,A006,102.22845706262018,30.88599078130861,7.4178797678528925,50.989952267575696,29.17025983643076
2024-07-01 00:00:00,H043,A008,140.81043928393788,36.916824521714005,6.51445833844112,48.47303128147611,34.18026933804237
2024-07-01 00:00:00,H044,A010,112.97341309215261,21.937471774219507,8.388585147006015,50.08867929801409,21.03317709506041
2024-07-01 00:00:00,H045,A009,97.25251294701572,37.24479723585344,7.888601925785109,47.70180759800652,32.35639301534982
2024-07-01 00:00:00,H046,A010,111.00896020301722,31.95900278404669,8.262948089695833,51.38233976681976,28.959993336855668
2024-07-01 00:00:00,H047,A010,109.34425313914933,38.45495884115821,8.039652978726481,46.2469016111053,21.172255122436784
2024-07-01 00:00:00,H048,A008,167.015569649638,20.409978083770607,6.857776313096509,47.14903529583721,22.454259309871134
2024-07-01 00:00:00,H049,A004,161.14144658484182,29.1849185635542,8.062633877573711,52.189682554075105,32.422496921278196
2024-07-01 00:00:00,H050,A005,198.070667657819,33.16747406529638,7.641237732339386,47.688137069048146,26.603254378517498
2024-07-01 01:00:00,H001,A009,132.2897987196864,24.86632047755599,7.46780817615681,46.85605966745611,22.271719442375637
2024-07-01 01:00:00,H002,A003,82.21241431204763,31.358265209099983,6.555249071587054,53.29636621410962,33.035921128675135
2024-07-01 01:00:00,H003,A008,120.33341563199514,33.753795343100165,7.37450904163879,52.335128743914126,20.146341115151202
2024-07-01 01:00:00,H004,A006,95.66332083304707,38.22268759348724,7.691207183797557,46.14867646164828,33.013305861500015
2024-07-01 01:00:00,H005,A008,50.62521924275485,37.170352590840935,6.782134793602403,54.626222161514804,24.063461844371353
2024-07-01 01:00:00,H006,A008,138.34945857986074,29.88070313110457,7.624766606648634,54.34746067628362,30.40746964697592
2024-07-01 01:00:00,H007,A006,61.70384814288906,21.37584761696806,7.8440159051786,54.153593683663324,21.109116395532283
2024-07-01 01:00:00,H008,A004,177.75689854478625,28.856056091253752,7.026439324087927,48.28483056797233,24.28993991365101
2024-07-01 01:00:00,H009,A008,99.61644774883578,23.54441980203974,7.884819448498781,46.53367754777016,25.868078889765407
2024-07-01 01:00:00,H010,A009,183.16608664728142,26.859712471633582,8.120029288917227,53.878835734455436,32.28398449413334
2024-07-01 01:00:00,H011,A005,140.25580922710895,32.031683991483376,8.36130363730861,53.382937301775996,29.778737677173794
2024-07-01 01:00:00,H012,A007,139.03085104538818,38.208615724407125,8.268798284338516,53.864593590683555,32.49507782329128
2024-07-01 01:00:00,H013,A007,109.8602753834769,20.82758167791284,7.05016311091781,53.28203406308921,33.27546840142454
2024-07-01 01:00:00,H014,A001,143.1623716894678,38.2732574352056,7.45666878962251,45.390142126413004,21.237189704237995
2024-07-01 01:00:00,H015,A004,139.60205083484684,31.860257543820087,7.021575127475183,48.93289936667537,30.699368693503956
2024-07-01 01:00:00,H016,A008,104.93211473419537,28.227272474660452,7.117395464640879,53.32115806860983,23.333267064503886
2024-07-01 01:00:00,H017,A009,109.89611631709784,29.656669594782464,7.724376239835081,49.92174035437636,27.64089101637873
2024-07-01 01:00:00,H018,A004,130.26304212720854,23.30217914157549,6.662477970096627,46.325543562729024,29.374172067856573
2024-07-01 01:00:00,H019,A009,142.3837123661328,39.565313511305305,7.667164529197086,47.42104531629775,34.45233226408073
2024-07-01 01:00:00,H020,A010,145.31621980448776,29.90834613129682,8.163047370382635,49.26495873776353,32.25776750695482
2024-07-01 01:00:00,H021,A008,136.5124682538568,23.108010721445254,7.870445171101436,54.928766871692446,30.443557123171136
2024-07-01 01:00:00,H022,A010,139.25468159322236,33.16276267175897,6.673878192870585,52.79000341310169,31.70030946981464
2024-07-01 01:00:00,H023,A008,79.62208351530518,20.160885392625175,8.136952084349007,48.49849625423377,28.783241227654216
2024-07-01 01:00:00,H024,A002,137.0447404066413,23.100442131282712,7.110548815457646,49.436797981113905,31.445171718213558
2024-07-01 01:00:00,H025,A006,128.55545497829948,30.22824693015454,6.501787039423235,50.72124555336732,32.00382095026898
2024-07-01 01:00:00,H026,A009,104.49257957780392,26.719912776432437,8.412540127036305,46.09422456750098,31.506308917399707
2024-07-01 01:00:00,H027,A003,87.68927268395288,38.587321851778846,7.824791644370965,45.611705887539365,21.256146234954596
2024-07-01 01:00:00,H028,A004,94.74161706880192,36.155559674082866,7.7972187429176785,52.57431346137603,25.588483890467643
2024-07-01 01:00:00,H029,A001,155.55455059553063,33.38961755018657,8.48577880409135,46.456017428939944,22.49487712641072
2024-07-01 01:00:00,H030,A006,135.1003850423047,39.177221673555096,8.267201626414051,49.17348113507078,34.90720240646369
2024-07-01 01:00:00,H031,A004,152.72755632563735,34.47055991668602,8.131632329366537,48.43319959271047,26.520735124667084
2024-07-01 01:00:00,H032,A004,130.77271187683326,23.749703935343426,8.1773033920062,46.78960110393181,32.48952410877473
2024-07-01 01:00:00,H033,A009,122.334226957797,37.92419029908761,7.298899334791758,48.911124557501886,21.07996881497439
2024-07-01 01:00:00,H034,A009,155.53191443044452,38.941745147296885,7.0713904263279534,49.24828434881887,27.220514310812057
2024-07-01 01:00:00,H035,A003,156.64444847977427,36.83973600558708,7.040930175891253,54.35241149805978,21.567186062242694
2024-07-01 01:00:00,H036,A003,134.56376996687726,27.24475566705533,7.781824903678217,53.802555537855866,21.615752691872128
2024-07-01 01:00:00,H037,A005,122.4501363527515,31.26097735750582,8.04970702785477,51.54352045276929,30.506123910685094
2024-07-01 01:00:00,H038,A004,102.23705612295373,35.05931858157531,7.664385220055946,49.86241927680883,29.319611903345134
2024-07-01 01:00:00,H039,A010,143.942394228626,25.56727455698754,7.675567463075733,53.7985265397171,30.351945964786545
2024-07-01 01:00:00,H040,A004,82.48574148034865,38.36843753029541,8.275120096764594,46.82993938418457,28.063510386257807
2024-07-01 01:00:00,H041,A002,150.90766108153167,21.889130661921858,8.252781800734697,53.113220190314955,27.77486303392716
2024-07-01 01:00:00,H042,A003,195.87730719271383,26.951894809858757,6.65000072743442,52.53311137851269,31.695960683252537
2024-07-01 01:00:00,H043,A009,129.0646190603403,34.666742726770394,6.757902133576043,51.20098806172966,28.553382712291878
2024-07-01 01:00:00,H044,A006,103.78529158811583,25.42152907922648,7.168717849702357,51.54126157537392,20.91109968576988
2024-07-01 01:00:00,H045,A001,123.64622993369994,30.102364646009804,7.478334579886472,51.941727547110126,22.478451516887073
2024-07-01 01:00:00,H046,A001,187.16264596494145,28.827813309267274,7.904133176614427,52.56301303038318,21.8287740170727
2024-07-01 01:00:00,H047,A004,112.96009350124213,32.940511447243175,6.751672782231312,50.99766997821245,20.98204304747574
2024-07-01 01:00:00,H048,A009,116.95310023901777,39.85268167444184,7.009916058854964,49.63364960406379,23.222791286147448
2024-07-01 01:00:00,H049,A004,101.34391519399867,23.133937427642458,7.229508396403362,54.318592218155565,29.57827009618796
2024-07-01 01:00:00,H050,A003,142.8565759125324,21.546388838133318,7.14613860984151,54.401527830730295,31.090339496921924
2024-07-01 02:00:00,H001,A001,97.78678557024016,26.142755105304154,8.040836402197638,47.604284445626696,32.333382055365135
2024-07-01 02:00:00,H002,A008,99.06132075512056,35.821049457296205,8.415161165077222,48.83376377057331,24.732056653295604
2024-07-01 02:00:00,H003,A007,147.12669726833775,35.005913906994095,7.4388808414831145,49.372866271552255,23.592771855353188
2024-07-01 02:00:00,H004,A010,119.31304023617511,24.83246625743432,8.258831537581381,49.198706892052286,26.620337365924556
2024-07-01 02:00:00,H005,A009,71.87417144619229,29.54898436294838,6.799324073697587,46.64032259471218,21.29224023858256
2024-07-01 02:00:00,H006,A001,97.5404620311438,24.77692711844219,6.631391575452133,51.1744189582621,25.631158054323453
2024-07-01 02:00:00,H007,A002,118.60571770916926,34.93994816935145,8.489837642108299,47.05091742170794,31.239383116382168
2024-07-01 02:00:00,H008,A010,146.15650141568628,38.52401041759179,7.25533922677739,48.57230517148264,30.447603894134872
2024-07-01 02:00:00,H009,A001,171.35429095638358,37.8274897105296,6.708543957176386,45.00254685941235,34.46474565979963
2024-07-01 02:00:00,H010,A006,122.1082754504121,27.94907447567028,8.409074965995677,53.36613188274081,21.076154967342354
2024-07-01 02:00:00,H011,A001,127.1464363439936,24.204322392997195,8.222352008615031,49.96805220140419,27.27347720874558
2024-07-01 02:00:00,H012,A001,151.44213192971424,38.10581717762958,8.466960926684449,47.32162161934274,34.72901370449065
2024-07-01 02:00:00,H013,A009,122.57129729243027,24.181859879069908,8.115330960093834,47.93775660148106,32.421176423837196
